mine_id,state,mine_type,coal_type,mine_age_years,production_utilization_pct,production_change_pct,inspection_count_30d,days_since_last_inspection,missed_inspection_count,inspection_completion_rate,observation_count_30d,critical_observation_count,major_observation_count,total_violation_count_30d,total_violation_count_90d,open_violation_count,overdue_violation_count,high_severity_violation_count,critical_violation_count,repeat_violation_count,violation_growth_rate,total_action_count,overdue_action_count,average_action_delay_days,action_completion_rate,action_on_time_rate,verification_pending_count,incident_count_30d,incident_count_90d,fatality_count_90d,injury_count_90d,serious_incident_count,incident_growth_rate,environmental_anomaly_count,environmental_threshold_breach_count,environmental_breach_rate,days_since_last_incident,days_since_last_violation,compliance_rate,overdue_compliance_rate,critical_compliance_gap,zone_violation_count,repeat_violation_neighbor_count,neighbor_zone_risk,contractor_compliance_score,high_risk_contractor_count
IND_MINE_0188,Madhya Pradesh,Mixed,Sub-Bituminous,41,70.62,-1.48,4,82,1,92.57,11,0,0,12,26,8,6,4,0,2,-18.17,49,9,6.16,87.3,70.27,11,1,3,0,4,0,-9.78,7,0,0.0,620,360,75.63,30.19,10,10,5,4.17,81.41,5
IND_MINE_0189,Madhya Pradesh,Opencast,Anthracite,45,85.5,29.69,2,21,0,90.56,3,0,0,7,24,19,2,6,1,0,25.44,39,19,18.15,72.21,59.35,12,1,6,0,0,1,-11.02,6,2,33.33,463,340,79.97,23.03,3,16,10,3.91,100,4
IND_MINE_0190,Madhya Pradesh,Mixed,Sub-Bituminous,29,61.1,11.56,5,39,2,74.05,10,0,5,8,25,25,15,4,0,2,-5.79,48,7,5.76,78.89,67.55,6,1,3,0,6,3,29.98,4,0,0.0,610,131,74.57,22.58,8,17,6,9.04,57.94,5
IND_MINE_0191,Madhya Pradesh,Mixed,Non-Coking Bituminous,49,94.35,3.41,4,77,0,91.24,9,1,7,5,15,0,0,1,1,0,10.29,15,1,3.96,88.12,70.85,2,0,4,0,3,0,30.76,0,0,0,429,279,79.99,24.67,4,12,6,7.0,87.32,5
IND_MINE_0192,Madhya Pradesh,Mixed,Sub-Bituminous,17,87.93,-6.0,0,34,0,83.76,17,0,5,2,7,7,5,1,1,0,17.05,16,1,21.09,92.52,91.81,11,1,7,0,2,1,31.63,7,1,14.29,500,47,88.84,8.24,3,11,6,3.51,90.6,4
IND_MINE_0193,Madhya Pradesh,Mixed,Sub-Bituminous,12,83.51,-7.47,3,6,2,76.69,15,2,0,6,13,2,2,3,2,1,6.15,18,7,23.26,72.28,63.66,2,1,7,0,1,1,33.0,5,0,0.0,621,318,75.9,26.11,7,5,6,7.84,72.35,1
IND_MINE_0194,Madhya Pradesh,Underground,Sub-Bituminous,50,77.66,7.42,4,27,1,91.75,6,1,5,6,18,3,1,6,0,3,21.99,36,14,6.85,69.99,66.85,10,0,4,0,6,2,38.85,8,5,62.5,279,28,80.89,24.13,7,4,5,6.31,88.87,3
IND_MINE_0195,Madhya Pradesh,Mixed,Coking Coal,17,88.35,-12.76,2,70,2,72.43,7,0,5,2,16,13,10,4,2,1,-10.71,29,3,31.69,87.07,84.13,12,1,4,0,6,1,-13.21,3,3,100.0,690,246,80.99,14.52,5,6,9,7.14,88.3,4
IND_MINE_0196,Madhya Pradesh,Opencast,Anthracite,63,73.25,-1.37,2,53,2,82.74,6,0,3,11,21,2,2,2,1,0,12.63,25,9,8.13,82.01,79.75,12,0,0,0,0,0,-22.27,0,0,0,113,53,78.92,19.3,8,17,10,5.39,92.71,4
IND_MINE_0197,Madhya Pradesh,Underground,Sub-Bituminous,8,79.85,19.34,4,73,1,77.64,12,0,0,5,9,7,1,2,2,2,-3.31,26,2,26.76,85.81,77.42,2,0,2,0,4,0,-13.44,1,1,100.0,353,299,84.75,12.33,0,12,6,2.64,70.29,1
IND_MINE_0198,Madhya Pradesh,Opencast,Anthracite,40,80.64,24.86,2,88,2,84.36,10,1,2,4,14,8,5,5,1,6,2.4,25,4,19.27,85.24,80.0,11,0,2,0,0,0,36.43,7,7,100.0,407,329,84.18,13.39,7,11,8,2.06,99.78,3
IND_MINE_0199,Madhya Pradesh,Mixed,Non-Coking Bituminous,25,82.93,4.63,3,80,1,94.26,13,0,3,2,20,1,0,5,1,1,26.06,34,8,28.73,85.09,75.26,1,2,7,0,6,2,35.56,1,0,0.0,683,315,95.62,3.46,8,16,10,6.41,85.03,0
IND_MINE_0200,Madhya Pradesh,Underground,Coking Coal,11,83.27,17.17,0,89,0,96.29,12,0,3,9,15,14,13,5,2,1,4.83,17,0,0.55,99.69,82.18,0,0,3,0,6,0,9.01,1,1,100.0,32,360,65.08,39.91,9,7,1,8.76,80.75,3
IND_MINE_0201,Madhya Pradesh,Mixed,Coking Coal,40,85.46,-9.02,4,61,0,82.73,4,1,0,9,21,18,14,5,2,2,0.72,46,7,17.65,79.53,69.1,2,0,1,0,2,1,-15.41,6,5,83.33,433,293,68.23,36.82,2,12,5,3.57,97.28,5
IND_MINE_0202,Madhya Pradesh,Mixed,Non-Coking Bituminous,10,69.63,7.67,0,78,4,79.43,16,0,4,12,26,20,10,1,0,7,-2.25,39,17,21.24,69.65,69.05,3,0,1,0,2,1,37.87,4,4,100.0,103,260,69.1,36.73,8,11,4,6.89,83.57,3
IND_MINE_0203,Madhya Pradesh,Opencast,Non-Coking Bituminous,67,86.03,0.44,1,5,1,92.5,18,0,7,5,10,7,0,0,0,3,-11.42,28,9,18.45,75.0,69.85,11,0,3,0,3,1,-9.48,7,7,100.0,361,114,83.35,12.03,6,2,1,5.27,76.7,5
IND_MINE_0204,Madhya Pradesh,Opencast,Sub-Bituminous,65,69.76,-8.46,2,89,0,95.77,1,0,1,5,14,2,2,6,0,6,-8.76,39,4,28.9,84.92,79.31,7,1,4,0,5,1,2.25,1,0,0.0,666,71,91.04,4.66,8,9,9,5.49,83.09,2
IND_MINE_0205,Madhya Pradesh,Underground,Coking Coal,71,84.99,12.94,0,54,3,76.85,4,1,3,13,29,24,17,1,1,3,2.85,36,15,31.89,76.43,65.56,12,0,6,0,5,3,38.66,6,3,50.0,155,237,56.47,49.07,4,7,3,4.38,80.38,0
IND_MINE_0206,Madhya Pradesh,Mixed,Non-Coking Bituminous,65,90.19,17.89,1,77,1,81.28,1,1,0,15,30,0,0,6,1,2,20.42,45,5,15.32,84.07,72.28,5,2,8,0,3,1,20.92,8,7,87.5,593,229,66.14,39.87,10,16,9,4.1,83.55,0
IND_MINE_0207,Madhya Pradesh,Mixed,Coking Coal,28,88.99,5.72,3,26,2,89.85,5,1,0,11,13,13,6,0,0,3,8.26,16,8,29.58,73.3,69.33,7,0,5,0,7,0,13.11,4,4,100.0,496,279,71.78,28.29,8,18,4,6.56,90.67,1
IND_MINE_0208,Madhya Pradesh,Underground,Non-Coking Bituminous,63,80.99,-6.33,1,72,1,82.66,5,0,0,2,11,6,2,3,1,2,24.05,24,2,33.72,87.82,83.84,10,1,1,0,0,1,-15.87,0,0,0,519,212,94.55,12.86,7,10,8,9.44,98.53,3
IND_MINE_0209,Madhya Pradesh,Mixed,Anthracite,62,93.4,-0.76,5,23,1,79.11,9,0,3,10,26,24,19,1,1,7,-12.81,43,7,18.3,88.53,81.14,6,0,5,0,5,0,10.44,6,4,66.67,684,81,66.9,34.51,1,14,4,5.03,68.59,5
IND_MINE_0210,Madhya Pradesh,Underground,Sub-Bituminous,38,83.9,14.4,0,3,4,77.34,11,0,1,11,14,3,2,6,2,5,30.01,35,6,10.47,78.39,77.16,4,0,6,0,2,3,24.18,8,7,87.5,652,33,79.79,24.52,4,11,6,2.62,93.25,2
IND_MINE_0211,Madhya Pradesh,Underground,Non-Coking Bituminous,56,75.64,10.76,3,5,0,92.2,13,0,1,7,10,2,2,3,1,5,8.19,14,1,4.96,89.65,74.84,9,0,4,0,7,3,37.98,0,0,0,587,139,83.13,20.51,2,0,1,7.62,86.58,0
IND_MINE_0212,Madhya Pradesh,Underground,Non-Coking Bituminous,72,86.08,-5.71,1,27,0,92.94,1,0,1,12,18,4,2,3,1,2,25.21,38,6,21.6,83.26,73.37,8,1,3,0,6,2,-3.31,0,0,0,2,346,70.95,33.49,9,3,2,5.07,43.6,0
IND_MINE_0213,Madhya Pradesh,Underground,Coking Coal,74,91.06,-1.62,4,68,0,97.34,11,2,2,7,22,19,3,0,0,1,1.41,33,1,22.66,98.04,95.24,0,0,6,0,6,2,-3.38,6,0,0.0,294,27,70.75,33.85,6,20,6,9.04,75.62,4
IND_MINE_0214,Madhya Pradesh,Opencast,Coking Coal,58,84.57,0.03,2,51,0,82.44,2,0,2,9,11,3,2,2,0,5,10.31,14,1,6.34,91.92,86.52,8,3,7,0,2,2,-2.03,6,6,100.0,423,321,74.29,29.49,7,3,3,1.2,77.07,0
IND_MINE_0215,Madhya Pradesh,Underground,Sub-Bituminous,52,83.9,7.77,5,79,2,87.12,7,1,5,12,16,4,3,3,0,2,-1.14,27,3,13.22,87.11,80.83,0,0,0,0,0,0,-10.18,2,1,50.0,268,119,68.02,28.41,8,1,6,6.32,76.13,0
IND_MINE_0216,Maharashtra,Underground,Sub-Bituminous,66,99,-9.7,1,15,2,82.72,6,1,3,6,12,11,0,4,0,1,28.39,21,3,6.67,92.94,91.3,4,0,1,0,2,1,21.84,0,0,0,220,166,86.12,15.24,1,14,2,3.34,82.11,3
IND_MINE_0217,Maharashtra,Opencast,Non-Coking Bituminous,32,92.18,13.74,4,68,0,87.55,15,0,2,6,24,21,8,0,0,7,-1.31,39,15,12.86,80.36,66.59,2,0,0,0,0,0,37.79,2,2,100.0,511,133,82.4,17.77,5,14,1,2.74,100,1
IND_MINE_0218,Maharashtra,Opencast,Non-Coking Bituminous,60,91.3,-4.89,1,4,1,90.18,5,0,3,12,21,4,1,4,2,5,11.03,45,15,29.29,81.07,75.7,9,1,3,0,6,1,16.26,0,0,0,626,248,77.74,20.91,8,9,6,7.67,62.86,3
IND_MINE_0219,Maharashtra,Opencast,Sub-Bituminous,51,91.62,6.81,3,81,0,86.41,8,0,1,2,5,0,0,5,2,5,21.84,10,4,30.15,68.25,65.43,3,4,10,0,0,3,-12.01,4,0,0.0,213,305,92.35,5.52,10,13,2,4.78,75.76,5
IND_MINE_0220,Maharashtra,Underground,Anthracite,18,80.65,9.22,3,83,2,86.34,17,1,6,6,10,8,5,2,2,1,16.75,18,5,19.33,72.64,69.31,0,1,6,0,7,2,14.26,2,1,50.0,526,213,79.83,19.04,8,7,5,2.98,83.93,3
IND_MINE_0221,Maharashtra,Mixed,Sub-Bituminous,8,82.25,-6.03,1,6,1,81.05,12,0,7,3,19,15,9,5,2,1,20.06,40,16,13.08,70.18,61.96,8,0,6,0,0,2,14.7,0,0,0,523,92,81.98,21.49,7,1,7,8.8,82.89,4
IND_MINE_0222,Maharashtra,Mixed,Coking Coal,55,94.57,8.89,0,0,3,73.05,14,0,8,0,3,2,2,2,0,3,18.55,20,4,15.38,83.17,75.64,1,0,3,0,2,3,3.25,3,0,0.0,245,324,95.81,1.45,5,20,6,9.93,76.7,5
IND_MINE_0223,Maharashtra,Opencast,Sub-Bituminous,39,78.41,3.77,4,13,2,85.32,10,2,1,4,9,8,8,2,0,3,8.17,16,6,12.04,72.83,71.88,1,0,5,0,8,1,26.3,3,0,0.0,631,189,77.58,19.49,0,5,2,4.08,87.37,1
IND_MINE_0224,Maharashtra,Opencast,Anthracite,69,92.68,18.64,5,0,2,88.25,7,0,7,10,26,10,8,6,1,3,12.7,30,15,0.08,72.1,69.67,11,0,0,0,0,0,-13.87,1,0,0.0,458,86,75.17,26.23,5,17,3,2.59,87.17,0
IND_MINE_0225,Maharashtra,Underground,Non-Coking Bituminous,41,75.2,-14.89,1,22,0,88.67,11,1,3,5,22,19,15,2,1,4,33.68,29,8,33.78,83.43,82.41,3,2,6,0,3,1,-8.95,7,3,42.86,155,90,73.08,30.24,0,4,4,8.22,91.08,3
IND_MINE_0226,Maharashtra,Opencast,Coking Coal,68,99,8.14,1,3,1,91.68,18,1,5,3,8,5,0,6,1,6,-2.91,26,6,26.32,88.78,85.59,7,1,7,0,1,0,22.05,7,2,28.57,210,352,89.7,14.52,10,7,2,3.07,83.72,2
IND_MINE_0227,Maharashtra,Underground,Coking Coal,22,88.6,-1.73,1,25,2,88.21,7,1,6,3,20,0,0,5,2,2,10.67,28,10,5.03,73.73,72.09,12,2,5,1,1,2,1.25,3,1,33.33,223,33,81.65,19.19,2,5,8,8.06,89.55,2
IND_MINE_0228,Maharashtra,Opencast,Coking Coal,23,93.34,8.39,2,18,1,86.42,17,1,1,8,10,6,2,2,1,7,-10.58,27,12,24.15,71.95,61.69,7,0,0,0,0,0,-16.11,7,6,85.71,59,45,77.06,18.34,8,3,3,4.51,73.03,4
IND_MINE_0229,Maharashtra,Underground,Anthracite,27,61.51,-9.77,1,61,0,91.78,14,0,6,1,19,18,6,4,0,0,29.74,32,16,5.58,73.08,60.56,6,2,5,0,4,0,-18.53,5,2,40.0,719,349,86.61,9.33,9,2,5,8.29,78.29,2
IND_MINE_0230,Maharashtra,Opencast,Non-Coking Bituminous,25,75.23,4.83,0,5,4,77.84,1,0,1,10,15,11,3,2,1,1,21.32,36,12,12.54,76.62,59.26,2,1,3,0,6,3,6.66,8,7,87.5,201,113,81.45,17.15,10,13,6,5.43,76.71,1
IND_MINE_0231,Maharashtra,Mixed,Non-Coking Bituminous,17,74.69,4.61,3,9,0,88.4,14,0,4,5,19,11,8,3,2,2,-2.85,24,7,12.54,82.11,76.27,6,0,6,0,5,0,33.78,8,6,75.0,270,148,82.39,21.5,9,0,3,8.4,81.17,5
IND_MINE_0232,Maharashtra,Opencast,Sub-Bituminous,21,78.87,3.77,0,0,2,73.37,6,1,1,11,22,11,6,1,1,4,16.42,33,12,25.93,71.06,62.39,6,0,5,0,5,3,-17.37,4,1,25.0,412,1,72.09,34.46,2,8,2,4.9,70.86,3
IND_MINE_0233,Maharashtra,Opencast,Coking Coal,65,67.38,15.17,0,56,3,81.69,1,0,1,11,28,8,6,3,0,6,32.0,48,21,12.79,77.1,62.55,12,0,2,1,4,0,-13.59,7,6,85.71,433,230,76.19,26.45,7,5,0,4.49,56.09,2
IND_MINE_0234,Maharashtra,Opencast,Non-Coking Bituminous,19,88.11,1.62,1,19,0,92.32,12,0,1,0,15,6,6,1,0,5,17.24,37,7,7.06,76.82,68.67,1,1,5,0,1,3,17.31,5,3,60.0,241,350,92.33,11.56,1,15,3,8.34,70.66,1
IND_MINE_0235,Maharashtra,Underground,Non-Coking Bituminous,24,74.42,15.48,4,6,1,87.75,17,0,1,4,7,4,3,6,2,5,-18.11,18,0,14.61,96.95,88.18,4,1,1,0,2,1,-21.77,4,4,100.0,448,139,81.18,18.63,10,20,9,4.08,90.39,5
IND_MINE_0236,Maharashtra,Opencast,Sub-Bituminous,30,81.62,-5.36,3,15,2,87.74,9,2,0,12,20,15,8,0,0,1,-14.94,43,17,14.14,76.76,68.6,2,0,6,0,4,0,20.78,1,0,0.0,30,220,65.8,36.1,6,19,1,3.01,80.73,2
IND_MINE_0237,Maharashtra,Mixed,Anthracite,13,85.43,-13.32,0,24,0,90.55,16,0,0,1,6,1,0,5,0,2,-1.56,18,1,25.82,87.27,87.23,11,0,4,0,7,2,-17.8,3,3,100.0,159,163,87.42,13.49,8,15,6,7.2,83.1,3
IND_MINE_0238,Maharashtra,Mixed,Coking Coal,64,88.56,8.23,5,21,0,82.32,16,0,6,11,18,4,1,6,2,1,-14.78,34,14,13.57,67.16,53.65,10,0,2,0,4,2,8.52,7,5,71.43,447,164,80.52,16.11,3,2,9,3.66,81.41,5
IND_MINE_0239,Maharashtra,Opencast,Coking Coal,14,79.49,-6.94,2,81,1,94.55,18,2,7,9,19,0,0,6,0,1,25.24,30,14,15.09,70.25,66.08,6,0,0,0,0,0,17.16,2,2,100.0,225,161,73.77,30.84,9,16,0,1.36,76.45,3
IND_MINE_0240,Maharashtra,Mixed,Coking Coal,15,75.01,-0.34,2,74,2,85.31,11,2,0,13,23,11,8,6,2,5,32.12,31,11,3.24,78.73,60.78,1,1,1,0,2,1,28.15,5,1,20.0,456,215,55.96,41.94,4,8,7,3.07,80.39,4
IND_MINE_0241,Maharashtra,Underground,Non-Coking Bituminous,38,84.68,-2.18,0,54,0,86.75,8,0,4,0,3,2,1,3,1,3,-3.74,23,4,17.36,88.05,70.44,1,0,2,0,2,1,28.59,6,6,100.0,460,59,94.46,12.91,1,18,3,1.14,86.85,4
IND_MINE_0242,Maharashtra,Mixed,Sub-Bituminous,19,79.83,0.33,5,70,2,81.37,13,0,2,5,15,15,1,4,2,3,2.91,34,14,29.97,70.63,64.57,10,2,8,0,1,0,-18.74,4,1,25.0,728,337,84.34,18.59,0,16,2,7.92,88.85,2
IND_MINE_0243,Maharashtra,Underground,Anthracite,10,76.07,-6.21,3,19,2,83.06,4,0,4,9,22,4,3,3,1,2,1.69,27,11,30.22,78.41,73.13,5,0,0,0,0,0,19.72,5,2,40.0,308,111,84.39,20.32,6,16,6,8.04,90.95,5
IND_MINE_0244,Maharashtra,Mixed,Coking Coal,10,92.53,6.82,5,22,0,96.45,13,0,4,1,6,1,0,0,0,2,30.05,20,8,32.32,68.67,64.1,6,1,2,0,4,2,-14.56,8,7,87.5,389,202,88.42,18.14,1,1,3,3.7,65.29,5
IND_MINE_0245,Maharashtra,Underground,Sub-Bituminous,50,78.67,-3.29,3,50,2,73.83,3,2,1,10,19,16,14,4,0,3,-10.75,32,1,33.96,95.66,83.61,5,1,3,0,0,1,-9.43,4,3,75.0,441,34,57.19,44.28,0,2,3,5.77,82.84,3
IND_MINE_0246,Maharashtra,Underground,Non-Coking Bituminous,10,65.3,23.8,3,70,0,96.21,5,3,2,6,10,8,3,2,1,7,-4.06,15,4,26.07,82.61,72.94,6,0,3,0,5,0,29.03,4,4,100.0,191,198,62.72,39.63,3,16,1,6.86,83.35,4
IND_MINE_0247,Maharashtra,Opencast,Non-Coking Bituminous,26,73.15,-1.1,5,66,0,82.13,4,0,4,1,12,8,3,3,0,5,-19.53,35,11,21.01,77.59,68.93,9,1,7,0,8,0,30.2,1,0,0.0,295,153,85.55,15.0,9,17,9,4.01,72.8,5
IND_MINE_0248,Maharashtra,Underground,Non-Coking Bituminous,37,78.7,-0.81,0,88,2,75.08,13,1,2,6,21,12,10,2,2,7,-9.84,42,9,5.0,90.12,86.52,10,0,5,1,8,3,20.69,8,1,12.5,25,340,68.92,32.69,1,10,7,6.65,76.6,1
IND_MINE_0249,Maharashtra,Opencast,Anthracite,37,78.57,-10.42,0,6,3,74.01,10,1,3,13,26,4,2,3,0,3,16.09,46,5,2.96,93.54,82.31,3,0,5,0,7,1,9.32,6,1,16.67,524,226,67.33,38.67,4,19,2,7.23,92.01,2
IND_MINE_0250,Maharashtra,Underground,Non-Coking Bituminous,45,68.33,8.51,4,78,2,80.9,7,0,0,10,24,4,2,6,0,3,-16.76,34,15,11.61,76.56,64.69,9,1,4,0,1,1,14.54,7,0,0.0,225,258,78.24,29.06,5,17,5,9.97,81.93,1
IND_MINE_0251,Maharashtra,Underground,Anthracite,75,85.73,-3.11,1,28,1,78.98,13,0,5,1,12,12,4,3,2,6,4.01,32,15,25.97,72.0,61.97,11,0,5,0,0,3,2.58,8,8,100.0,433,59,87.39,13.32,2,13,3,8.58,57.1,0
IND_MINE_0252,Maharashtra,Underground,Coking Coal,69,85.48,5.06,5,12,1,94.66,4,0,4,0,12,4,2,2,1,7,-11.03,34,14,10.98,72.81,69.19,10,0,6,0,8,3,17.66,1,0,0.0,693,318,94.03,9.82,7,0,6,3.91,89.42,4
IND_MINE_0253,Maharashtra,Underground,Anthracite,47,75.81,1.81,5,39,1,84.71,9,2,7,1,8,4,4,4,0,2,-13.87,21,1,34.96,85.07,84.47,2,0,6,0,0,3,-18.84,0,0,0,7,347,83.71,20.83,9,8,8,1.04,73.34,5
IND_MINE_0254,Maharashtra,Mixed,Anthracite,28,64.89,14.58,0,5,4,77.32,10,0,2,4,8,5,1,0,0,1,24.04,15,5,15.63,76.53,67.28,0,0,1,0,2,0,2.68,4,0,0.0,179,356,93.52,7.66,0,8,4,8.16,95.46,0
IND_MINE_0255,Maharashtra,Underground,Anthracite,58,66.25,12.65,0,35,1,83.58,18,0,2,1,13,10,8,6,0,5,-4.29,35,14,26.94,69.96,63.92,3,0,3,0,0,3,11.0,0,0,0,333,83,80.34,18.54,9,3,6,3.97,100,2
IND_MINE_0256,Maharashtra,Mixed,Coking Coal,74,98.09,2.44,3,44,0,86.61,17,3,1,15,30,14,10,1,1,6,9.56,42,2,5.03,85.42,76.86,9,1,5,0,4,0,17.4,8,2,25.0,504,284,48.97,48.33,8,7,2,2.45,91.17,0
IND_MINE_0257,Maharashtra,Opencast,Non-Coking Bituminous,33,75.77,-2.93,0,81,1,89.87,15,0,2,2,12,11,4,2,1,3,14.14,14,4,24.95,75.38,65.06,4,0,3,0,6,1,-15.81,2,2,100.0,306,195,90.32,16.05,7,5,2,6.62,90.51,1
IND_MINE_0258,Maharashtra,Underground,Coking Coal,35,71.32,-8.65,3,59,1,82.34,1,1,0,11,18,4,3,1,1,0,25.01,38,18,25.46,69.25,65.27,4,0,1,0,2,1,3.96,0,0,0,609,102,73.9,28.24,4,20,1,6.64,72.55,0
IND_MINE_0259,Maharashtra,Underground,Coking Coal,8,76.05,-0.2,5,35,1,86.41,10,2,3,4,6,2,0,0,0,5,31.58,25,0,5.49,86.69,69.34,11,0,5,0,8,0,-1.88,8,3,37.5,673,68,78.78,19.94,6,16,6,9.59,90.68,4
IND_MINE_0260,Chhattisgarh,Mixed,Coking Coal,36,67.54,29.48,1,72,0,85.66,6,0,4,1,5,5,5,5,1,5,-10.97,14,4,1.99,85.73,69.33,3,0,1,0,2,1,31.19,7,6,85.71,320,275,88.98,11.35,4,15,5,7.39,70.85,0
IND_MINE_0261,Chhattisgarh,Underground,Anthracite,44,73.93,6.08,1,50,0,90.65,15,0,3,5,20,3,2,0,0,2,27.12,32,6,18.46,82.56,77.75,9,0,0,0,0,0,25.19,8,0,0.0,131,76,88.26,17.73,6,18,4,3.04,83.13,2
IND_MINE_0262,Chhattisgarh,Mixed,Anthracite,31,65.6,4.46,1,42,0,95.92,18,0,0,12,15,6,1,0,0,7,-4.4,30,10,21.06,72.21,69.81,4,0,5,0,5,0,13.95,4,3,75.0,309,33,73.58,28.2,7,20,8,3.32,85.72,2
IND_MINE_0263,Chhattisgarh,Opencast,Coking Coal,66,79.64,-8.3,4,66,2,79.53,4,0,4,9,18,11,10,0,0,4,27.17,37,8,12.78,76.25,68.21,6,4,10,0,4,0,35.1,6,6,100.0,275,187,78.82,25.93,7,0,2,2.23,72.37,3
IND_MINE_0264,Chhattisgarh,Underground,Sub-Bituminous,43,88.75,-2.24,1,3,2,72.28,14,1,2,2,17,17,11,6,2,5,-5.18,40,17,5.84,73.85,64.32,3,0,4,0,2,3,4.64,1,0,0.0,504,312,73.96,24.67,10,20,0,2.98,82.47,3
IND_MINE_0265,Chhattisgarh,Mixed,Sub-Bituminous,47,82.05,9.84,1,33,0,94.19,12,0,2,9,21,15,1,6,0,1,12.25,32,1,29.96,93.18,78.17,3,0,6,0,3,1,24.27,3,1,33.33,695,326,78.37,21.81,9,6,10,4.63,93.95,4
IND_MINE_0266,Chhattisgarh,Opencast,Non-Coking Bituminous,56,70.21,2.66,4,46,0,89.13,7,0,1,3,19,9,0,6,2,5,20.02,23,8,8.76,71.01,65.04,2,1,2,0,2,1,5.53,0,0,0,611,148,92.73,5.06,5,18,1,3.36,87.06,2
IND_MINE_0267,Chhattisgarh,Underground,Coking Coal,44,76.89,-12.63,1,50,2,78.86,2,1,1,11,22,4,4,2,1,7,-19.62,34,4,19.43,86.26,80.36,1,0,5,0,8,0,-0.35,5,2,40.0,227,345,69.73,30.86,1,20,7,3.93,89.45,1
IND_MINE_0268,Chhattisgarh,Opencast,Coking Coal,62,82.37,11.13,5,74,1,92.11,11,0,4,5,13,5,0,1,0,5,21.84,20,9,10.32,78.51,67.93,5,3,9,0,1,1,-1.81,8,6,75.0,268,188,91.02,9.09,6,15,0,3.79,86.79,5
IND_MINE_0269,Chhattisgarh,Underground,Anthracite,41,78.17,-7.08,0,16,4,79.99,4,1,3,14,28,6,3,4,1,0,10.62,45,1,10.53,88.16,85.98,10,0,2,0,4,2,-21.05,3,0,0.0,115,35,72.55,28.29,6,2,10,3.51,96.88,0
IND_MINE_0270,Chhattisgarh,Underground,Anthracite,36,68.68,7.8,4,50,1,88.34,17,1,2,2,17,4,0,6,0,7,32.17,28,9,15.0,85.23,76.88,3,0,1,0,2,1,17.92,5,4,80.0,312,19,84.13,12.37,3,9,3,1.36,87.36,2
IND_MINE_0271,Chhattisgarh,Opencast,Coking Coal,20,83.51,6.19,2,53,1,77.28,10,0,0,10,20,9,4,2,2,0,29.19,37,13,14.49,74.16,58.49,10,0,2,1,4,0,2.5,7,3,42.86,698,119,80.18,24.59,7,8,0,7.49,68.93,3
IND_MINE_0272,Chhattisgarh,Mixed,Non-Coking Bituminous,16,82.84,2.2,2,0,2,81.62,18,2,5,11,25,23,19,5,2,3,29.4,35,15,32.54,71.21,58.44,6,1,3,0,6,0,28.01,7,7,100.0,544,312,51.92,55.67,0,4,6,6.51,67.52,0
IND_MINE_0273,Chhattisgarh,Opencast,Non-Coking Bituminous,21,79.68,3.59,5,44,0,92.19,17,1,1,12,17,8,8,4,1,5,9.2,23,8,11.27,84.28,70.57,11,2,5,0,6,0,-8.77,1,1,100.0,602,53,70.39,27.67,1,18,5,9.52,73.13,3
IND_MINE_0274,Chhattisgarh,Underground,Coking Coal,29,72.23,-1.08,5,80,2,74.99,10,0,2,2,17,12,0,6,2,4,30.21,39,8,30.8,89.16,89.05,2,1,4,0,3,2,-2.24,6,3,50.0,53,357,92.63,11.87,4,3,5,7.55,74.11,5
IND_MINE_0275,Chhattisgarh,Underground,Anthracite,8,73.24,-7.92,3,54,0,92.25,10,0,6,12,30,13,13,2,2,4,-14.2,36,7,25.01,90.4,76.85,10,2,6,1,7,3,21.79,7,2,28.57,669,228,61.06,40.92,8,6,4,1.44,95.63,2
IND_MINE_0276,Chhattisgarh,Opencast,Non-Coking Bituminous,15,79.42,4.85,3,68,1,94.62,17,1,3,7,25,1,0,1,1,5,-17.02,25,8,13.97,82.08,81.01,10,0,6,0,0,1,-23.46,3,1,33.33,363,221,84.51,15.18,7,5,4,8.59,59.16,0
IND_MINE_0277,Chhattisgarh,Opencast,Non-Coking Bituminous,74,87.45,10.23,1,28,2,82.55,1,1,0,4,18,6,3,6,1,1,-14.85,37,8,13.54,75.59,64.31,11,0,5,0,7,0,32.85,0,0,0,413,178,83.54,22.76,9,1,8,5.68,71.45,2
IND_MINE_0278,Chhattisgarh,Underground,Sub-Bituminous,39,85.95,-4.95,1,28,1,86.65,6,1,2,14,30,7,6,2,2,3,-10.8,34,11,10.12,82.45,70.13,3,1,4,0,5,0,31.21,4,1,25.0,589,320,63.48,37.22,8,1,0,4.17,98.64,4
IND_MINE_0279,Chhattisgarh,Opencast,Coking Coal,32,76.19,2.96,5,82,0,86.11,11,1,6,9,22,8,0,4,1,0,27.4,45,11,16.1,83.36,81.54,8,3,3,1,6,1,28.61,7,6,85.71,645,172,70.92,25.74,5,1,10,8.62,89.26,0
IND_MINE_0280,Chhattisgarh,Mixed,Sub-Bituminous,27,88.14,-0.75,4,62,1,87.6,6,1,2,14,30,29,6,5,2,5,-10.85,37,14,22.43,68.02,59.3,11,0,1,1,2,0,36.67,3,3,100.0,176,38,62.0,36.39,6,4,2,7.79,93.82,4
